symbol,name,sector,impact,first_hop
DLTR,Dollar Tree,Consumer Staples,0.0,-1
DRI,Darden Restaurants,Consumer Discretionary,0.0,-1
DE,Deere & Company,Industrials,0.0,-1
DIS,Walt Disney Company (The),Communication Services,0.0,-1
SATS,EchoStar,Communication Services,0.0,-1
SBUX,Starbucks,Consumer Discretionary,0.0,-1
PSKY,Paramount Skydance Corporation,Communication Services,0.0,-1
RMD,ResMed,Health Care,0.0,-1
PTC,PTC Inc.,Information Technology,0.0,-1
PODD,Insulet Corporation,Health Care,0.0,-1
CSCO,Cisco,Information Technology,0.0,-1
TDG,TransDigm Group,Industrials,0.0,-1
CSGP,CoStar Group,Real Estate,0.0,-1
CTVA,Corteva,Materials,0.0,-1
TXT,Textron,Industrials,0.0,-1
TTWO,Take-Two Interactive,Communication Services,0.0,-1
TTD,Trade Desk (The),Communication Services,0.0,-1
TKO,TKO Group Holdings,Communication Services,0.0,-1
TDY,Teledyne Technologies,Information Technology,0.0,-1
UBER,Uber,Industrials,0.0,-1
ULTA,Ulta Beauty,Consumer Discretionary,0.0,-1
CMG,Chipotle Mexican Grill,Consumer Discretionary,0.0,-1
COO,Cooper Companies (The),Health Care,0.0,-1
CPRT,Copart,Industrials,0.0,-1
CHRW,C.H. Robinson,Industrials,0.0,-1
CHTR,Charter Communications,Communication Services,0.0,-1
AKAM,Akamai Technologies,Information Technology,0.0,-1
WBD,Warner Bros. Discovery,Communication Services,0.0,-1
AAPL,Apple Inc.,Information Technology,0.0,-1
ZTS,Zoetis,Health Care,0.0,-1
